contract_id,client_id,client_name,product,start_date,end_date,annual_premium,status,city_postal,risk_zone,client_age,channel,csp,gender
CTR_003161,CLI_003161,Isabelle Martin,Home,04/25/2024,2025-04-30,333.57€,Cancelled,Dijon_21000,Low,58.0,Broker,Manager,
CTR_003162,CLI_003162,Jean Durand,Life,01/07/2023,17/12/2023,1415.44€,Renewed,Lyon_69000,High,,Web,Manager,Female
CTR_003163,CLI_003163,Jean Michel,Health,2024-06-07,30/05/2025,1609.69€,Renewed,Nantes_44000,Low,55.0,Broker,Employee,Female
CTR_003164,CLI_003164,Isabelle Simon,Health,2025-04-03,24-03-2026,1108.55€,Active,Nantes_44000,Low,33.0,Agency,Worker,F
CTR_003165,CLI_003165,Isabelle Laurent,Home,2024-10-20,2025-10-27,533.64€,Active,Paris_75001,High,,Agency,Self_employed,
CTR_003166,CLI_003166,Pierre Thomas,Life,2024-12-18,2025-12-26,1945.44€,Active,Nantes_44000,Low,,Agency,,M
CTR_003167,CLI_003167,David Robert,Health,2024-03-10,2025-03-25,973.74€,Cancelled,Marseille_13000,Medium,25.0,Broker,Employee,M
CTR_003168,CLI_003168,Sandrine David,Auto,2023-03-03,2024-04-16,789.29€,Cancelled,Marseille_13000,Medium,49.0,Broker,Manager,F
CTR_003169,CLI_003169,Nicolas Martin,Auto,2025-06-26,28-06-2026,1194.95€,Active,Lyon_69000,High,27.0,Agency,Employee,
CTR_003170,CLI_003170,Christine Moreau,Life,04-11-2023,2024-11-09,1733.73€,Renewed,Nantes_44000,Low,39.0,Web,Manager,Male
CTR_003171,CLI_003171,Nathalie Bertrand,Auto,2024-06-28,2025-07-27,1159.13€,Expired,Lyon_69000,High,48.0,Agency,Manager,Male
CTR_003172,CLI_003172,Isabelle Simon,Auto,2025-05-29,2026-06-04,618.76€,Active,Nantes_44000,Low,38.0,Broker,Worker,Female
CTR_003173,CLI_003173,Pierre Petit,Auto,2024-02-10,2025-01-06,821.01€,Cancelled,Toulouse_31000,Medium,56.0,Broker,Self_employed,M
CTR_003174,CLI_003174,Catherine Michel,Auto,2023-12-30,23-01-2025,605.87€,Renewed,Dijon_21000,Low,40.0,Broker,Worker,M
CTR_003175,CLI_003175,Olivier Dubois,Home,2024-06-25,07-06-2025,515.23€,Renewed,Marseille_13000,Medium,43.0,Broker,Self_employed,F
CTR_003176,CLI_003176,Catherine Durand,Home,2023-04-20,2024-05-23,318.41€,Renewed,Nantes_44000,Low,55.0,Agency,Manager,F
CTR_003177,CLI_003177,Pierre Garcia,Auto,2024-05-01,2025-04-30,902,Cancelled,Toulouse_31000,Medium,65.0,Web,Self_employed,
CTR_003178,CLI_003178,David Robert,Home,2024-01-26,2025-01-20,431.05€,Expired,Lyon_69000,High,53.0,Phone,Manager,
CTR_003179,CLI_003179,Nathalie Leroy,Auto,2024-02-01,2025-02-20,1095,Renewed,Lyon_69000,High,,Phone,Worker,M
CTR_003180,CLI_003180,Nathalie Petit,Life,07/23/2023,2024-08-05,2425.71€,Cancelled,Dijon_21000,Low,,Agency,Manager,Female
CTR_003181,CLI_003181,Nicolas Bertrand,Home,2023-05-10,2024-04-06,458.71€,Renewed,Marseille_13000,Medium,39.0,Agency,,
CTR_003182,CLI_003182,Marie Leroy,Auto,2024-09-16,2025-10-24,929.43€,Suspended,Toulouse_31000,Medium,58.0,Phone,Self_employed,F
CTR_003183,CLI_003183,Pascal Garcia,Health,2024-06-04,24/05/2025,1196.88€,Cancelled,Dijon_21000,Low,18.0,Web,Employee,
CTR_003184,CLI_003184,Christine Simon,Auto,2023-10-24,04-10-2024,804.18€,Expired,Toulouse_31000,Medium,48.0,Broker,Employee,M
CTR_003185,CLI_003185,Jean Garcia,Life,20-08-2025,2026-07-01,2079.76€,Suspended,Toulouse_31000,Medium,,Web,Employee,M
CTR_003186,CLI_003186,Nicolas Petit,Auto,2025-05-24,2026-04-11,1190.63€,Suspended,Lyon_69000,High,52.0,Broker,Worker,Female
CTR_003187,CLI_003187,Pascal Michel,Auto,2025-07-12,2026-07-25,1047.41€,Suspended,Marseille_13000,Medium,44.0,Agency,Manager,Male
CTR_003188,CLI_003188,Nathalie Laurent,Life,2025-03-04,2026-04-08,2106.28€,Suspended,Marseille_13000,Medium,46.0,Web,,M
CTR_003189,CLI_003189,Pascal Durand,Home,2025-03-14,2026-03-17,447.98€,Active,Marseille_13000,Medium,46.0,Agency,Manager,F
CTR_003190,CLI_003190,Pascal Thomas,Auto,2023-01-31,2024-01-27,790.70 euros,Renewed,Bordeaux_33000,Medium,56.0,Phone,Worker,Female
CTR_003191,CLI_003191,David Leroy,Home,2023-11-01,30-10-2024,398.69€,Cancelled,Toulouse_31000,Medium,71.0,Broker,Retired,
CTR_003192,CLI_003192,Isabelle Thomas,Auto,2023-05-02,2024-03-26,$561.48,Cancelled,Dijon_21000,Low,45.0,Agency,,
CTR_003193,CLI_003193,Christine Moreau,Health,2024-12-09,2025-12-07,1033.49 euros,Suspended,Bordeaux_33000,Medium,40.0,Agency,Manager,F
CTR_003194,CLI_003194,Nicolas Durand,Auto,2024-10-30,2025-09-13,746.09€,Suspended,Bordeaux_33000,Medium,,Phone,Employee,
CTR_003195,CLI_003195,Christine Dubois,Life,2023-07-16,2024-07-23,1715.68€,Cancelled,Marseille_13000,Medium,32.0,Web,Self_employed,F
CTR_003196,CLI_003196,Laurent Robert,Auto,31/12/2024,2025-12-13,805.61 euros,Active,Marseille_13000,Medium,49.0,Phone,Worker,Male
CTR_003197,CLI_003197,Sophie Durand,Home,2024-04-14,2025-02-20,409.49 euros,Cancelled,Toulouse_31000,Medium,38.0,Agency,Self_employed,F
CTR_003198,CLI_003198,Marie Michel,Auto,2023-06-29,12/06/2024,1175.15€,Expired,Paris_75001,High,47.0,Broker,Manager,
CTR_003199,CLI_003199,Christine Robert,Home,2024-05-10,2025-05-30,318.13€,Cancelled,Dijon_21000,Low,25.0,Agency,Worker,F
CTR_003200,CLI_003200,Nicolas Michel,Auto,2025-02-28,2026-04-03,1180.88€,Suspended,Lyon_69000,High,56.0,Web,Worker,Female
CTR_003201,CLI_003201,Pierre Martin,Health,2024-04-21,2025-04-07,1134.33€,Cancelled,Dijon_21000,Low,39.0,Web,Employee,
CTR_003202,CLI_003202,Isabelle Moreau,Auto,2024-11-06,2025-10-05,640.19€,Active,Nantes_44000,Low,71.0,Web,Retired,M
CTR_003203,CLI_003203,Olivier Simon,Home,2024-08-26,2025-10-10,485.68€,Renewed,Marseille_13000,Medium,20.0,Phone,Employee,
CTR_003204,CLI_003204,Pierre Simon,Life,2024-07-18,2025-09-08,1973.98€,Expired,Lyon_69000,High,38.0,Phone,Employee,Male
CTR_003205,CLI_003205,Isabelle Bertrand,Auto,2024-02-22,2025-03-08,€599.67,Cancelled,Dijon_21000,Low,,Broker,Worker,F
CTR_003206,CLI_003206,Marie David,Home,2025-02-09,16-03-2026,383.20€,Suspended,Nantes_44000,Low,33.0,Broker,Worker,M
CTR_003207,CLI_003207,Pierre Dubois,Auto,2025-08-15,2026-09-01,530.95€,Active,Dijon_21000,Low,42.0,Broker,,M
CTR_003208,CLI_003208,Catherine Dubois,Auto,2025-05-21,2026-04-22,646.14€,Suspended,Nantes_44000,Low,61.0,Agency,Manager,F
CTR_003209,CLI_003209,Isabelle Bertrand,Health,2024-01-01,2025-01-19,2096.25€,Expired,Toulouse_31000,Medium,75.0,Broker,Retired,Female
CTR_003210,CLI_003210,Olivier Thomas,Auto,06/08/2024,2025-09-02,985.46 EUR,Cancelled,Lyon_69000,High,53.0,Web,Worker,F
CTR_003211,CLI_003211,Sandrine Michel,Home,04/07/2024,2025-06-15,605.77 euros,Renewed,Paris_75001,High,22.0,Agency,Employee,
CTR_003212,CLI_003212,Nicolas Michel,Home,2024-11-15,2025-10-18,502,Suspended,Marseille_13000,Medium,32.0,Web,Manager,Female
CTR_003213,CLI_003213,Pascal Dubois,Life,2024-10-08,2025-09-29,1675.58€,Suspended,Dijon_21000,Low,,Agency,Manager,F
CTR_003214,CLI_003214,Catherine Dubois,Auto,09-04-2023,07/03/2024,524.80€,Expired,Nantes_44000,Low,48.0,Phone,Employee,Male
CTR_003215,CLI_003215,Nicolas Leroy,Auto,2024-01-15,2024-12-23,1681.48€,Renewed,Paris_75001,High,18.0,Agency,Employee,F
CTR_003216,CLI_003216,Laurent Martin,Life,2025-06-28,2026-06-24,1562.37€,Active,Dijon_21000,Low,42.0,Broker,Manager,Female
CTR_003217,CLI_003217,Catherine Garcia,Auto,2023-04-12,2024-04-04,642.88€,Expired,Toulouse_31000,Medium,27.0,Broker,Manager,
CTR_003218,CLI_003218,Jean David,Auto,2023-06-11,2024-07-04,478.85€,Cancelled,Dijon_21000,Low,57.0,Web,,Female
CTR_003219,CLI_003219,Pascal Martin,Home,2024-08-22,2025-07-07,290.09€,Expired,Dijon_21000,Low,31.0,Agency,Worker,Male
CTR_003220,CLI_003220,Pierre Simon,Auto,2025-10-04,09/20/2026,586,Suspended,Bordeaux_33000,Medium,49.0,Broker,,M
CTR_003221,CLI_003221,Isabelle Dubois,Life,11/05/2023,2024-04-29,1536.86€,Expired,Dijon_21000,Low,,Agency,Worker,M
CTR_003222,CLI_003222,Isabelle Michel,Home,2024-02-13,2025-02-27,281.44€,Cancelled,Dijon_21000,Low,58.0,Broker,Worker,
CTR_003223,CLI_003223,Christine Leroy,Auto,2025-08-15,2026-07-11,654,Suspended,Nantes_44000,Low,32.0,Broker,Self_employed,Male
CTR_003224,CLI_003224,Nathalie Moreau,Auto,2023-04-25,2024-05-07,781.60€,Cancelled,Toulouse_31000,Medium,56.0,Broker,Manager,Female
CTR_003225,CLI_003225,Pierre Moreau,Home,2023-03-27,2024-01-26,447.78€,Cancelled,Marseille_13000,Medium,43.0,Broker,,Male
CTR_003226,CLI_003226,Laurent Moreau,Life,09/20/2024,2025-11-12,2511.11€,Suspended,Dijon_21000,Low,71.0,Web,Retired,M
CTR_003227,CLI_003227,Marie Bertrand,Life,2024-09-16,2025-08-03,2198.77€,Renewed,Marseille_13000,Medium,68.0,Web,Retired,Female
CTR_003228,CLI_003228,Laurent Laurent,Home,2023-05-27,2024-05-01,353.82€,Expired,Nantes_44000,Low,49.0,Web,Manager,Male
CTR_003229,CLI_003229,Christine Leroy,Life,2025-02-15,2026-02-21,1315.95€,Suspended,Nantes_44000,Low,36.0,Agency,Employee,Female
CTR_003230,CLI_003230,Olivier Laurent,Life,2025-09-28,2026-08-05,2008.40€,Active,Dijon_21000,Low,46.0,Phone,,Male
CTR_003231,CLI_003231,Pascal David,Auto,2025-07-28,2026-07-29,602,Suspended,Bordeaux_33000,Medium,27.0,Agency,Employee,M
CTR_003232,CLI_003232,Christine Michel,Home,15-07-2024,20-07-2025,515.64€,Cancelled,Lyon_69000,High,67.0,Phone,Retired,M
CTR_003233,CLI_003233,Nicolas Michel,Life,24-03-2023,2024-04-29,2036.72€,Cancelled,Toulouse_31000,Medium,47.0,Broker,,M
CTR_003234,CLI_003234,Catherine Garcia,Health,2023-08-12,2024-07-25,1156.55€,Renewed,Bordeaux_33000,Medium,34.0,Phone,Manager,F
CTR_003235,CLI_003235,Laurent Martin,Home,2025-01-06,2026-02-17,576.46€,Active,Paris_75001,High,35.0,Phone,Manager,
CTR_003236,CLI_003236,Nicolas Thomas,Home,2025-05-02,2026-04-18,289.34€,Suspended,Dijon_21000,Low,39.0,Phone,Self_employed,F
CTR_003237,CLI_003237,Pierre Durand,Auto,26-12-2023,2025-01-03,1371.98€,Cancelled,Paris_75001,High,45.0,Web,Employee,Female
CTR_003238,CLI_003238,Nathalie David,Auto,2025-08-23,2026-07-27,950.82 euros,Suspended,Toulouse_31000,Medium,64.0,Phone,Self_employed,Male
CTR_003239,CLI_003239,Laurent Simon,Auto,2025-03-25,2026-02-27,605.95€,Active,Dijon_21000,Low,43.0,Agency,Manager,Male
CTR_003240,CLI_003240,Sandrine Dubois,Life,2023-12-20,12/11/2024,1694.11€,Cancelled,Lyon_69000,High,,Web,Self_employed,F
CTR_003241,CLI_003241,Marie Moreau,Home,2023-02-28,2024-04-04,500.79 EUR,Expired,Marseille_13000,Medium,46.0,Agency,Self_employed,
CTR_003242,CLI_003242,Catherine David,Auto,2024-05-08,2025-04-28,602.69€,Cancelled,Nantes_44000,Low,53.0,Phone,,Female
CTR_003243,CLI_003243,Nathalie Petit,Home,2023-11-03,2024-11-13,334.97€,Renewed,Dijon_21000,Low,46.0,Phone,,
CTR_003244,CLI_003244,Pierre Simon,Home,2025-03-20,2026-02-26,408.61€,Suspended,Toulouse_31000,Medium,42.0,Agency,Self_employed,F
CTR_003245,CLI_003245,Pascal Michel,Auto,2023-05-05,2024-03-20,1325.05€,Cancelled,Marseille_13000,Medium,21.0,Web,Employee,F
CTR_003246,CLI_003246,Nathalie Michel,Life,2022-12-27,12/08/2023,1591.81€,Renewed,Paris_75001,High,48.0,Broker,Worker,F
CTR_003247,CLI_003247,Sandrine Petit,Home,2025-06-19,2026-07-07,252.45€,Suspended,Dijon_21000,Low,52.0,Broker,Worker,Female
CTR_003248,CLI_003248,Marie Robert,Life,2023-12-30,2025-02-22,2268.16€,Cancelled,Toulouse_31000,Medium,60.0,Web,Worker,
CTR_003249,CLI_003249,David Garcia,Auto,07/15/2023,2024-07-11,1187.48€,Expired,Paris_75001,High,71.0,Broker,Retired,Male
CTR_003250,CLI_003250,Sandrine Robert,Auto,2023-11-21,2024-11-24,494.68€,Renewed,Dijon_21000,Low,56.0,Web,Worker,
CTR_003251,CLI_003251,Pascal Robert,Home,2024-12-24,2025-11-19,247.27€,Suspended,Dijon_21000,Low,52.0,Web,Self_employed,Female
CTR_003252,CLI_003252,Marie Simon,Home,2023-05-03,2024-04-10,367.51€,Renewed,Nantes_44000,Low,48.0,Phone,Employee,M
CTR_003253,CLI_003253,Nicolas Michel,Home,10-04-2024,2025-03-11,308.21€,Expired,Dijon_21000,Low,51.0,Agency,Manager,F
CTR_003254,CLI_003254,Isabelle Simon,Auto,26-10-2023,18/10/2024,826.59€,Renewed,Marseille_13000,Medium,49.0,Broker,Employee,Male
CTR_003255,CLI_003255,Pascal Martin,Health,2024-01-12,2025-01-17,1379.66€,Renewed,Nantes_44000,Low,47.0,Agency,Self_employed,
CTR_003256,CLI_003256,David David,Auto,14/04/2024,04/10/2025,632.72€,Renewed,Dijon_21000,Low,18.0,Broker,,Female
CTR_003257,CLI_003257,David Martin,Home,2023-11-15,2024-11-15,418.00€,Renewed,Bordeaux_33000,Medium,28.0,Agency,Self_employed,F
CTR_003258,CLI_003258,Nicolas Bertrand,Health,2023-09-25,2024-09-06,1273.73€,Cancelled,Dijon_21000,Low,33.0,Agency,Worker,M
CTR_003259,CLI_003259,Pascal Simon,Auto,2023-06-29,2024-07-10,1211.85€,Renewed,Paris_75001,High,46.0,Broker,Manager,Female
CTR_003260,CLI_003260,David Garcia,Home,05/01/2025,2025-12-05,307.16€,Active,Dijon_21000,Low,59.0,Broker,Employee,M
CTR_003261,CLI_003261,Nathalie Garcia,Auto,2025-06-03,2026-06-23,1231.13€,Active,Lyon_69000,High,37.0,Web,Manager,M
CTR_003262,CLI_003262,Pierre Dubois,Auto,2024-04-22,03/22/2025,881.63€,Expired,Toulouse_31000,Medium,29.0,Phone,Worker,
CTR_003263,CLI_003263,Marie Bertrand,Home,2024-02-28,2025-02-27,694.63 EUR,Renewed,Paris_75001,High,34.0,Broker,Manager,Female
CTR_003264,CLI_003264,Marie Simon,Home,26/05/2025,2026-05-13,424.10€,Active,Bordeaux_33000,Medium,55.0,Web,Self_employed,M
CTR_003265,CLI_003265,Sophie Leroy,Auto,2023-11-24,12-11-2024,657.34€,Expired,Dijon_21000,Low,47.0,Agency,Manager,Male
CTR_003266,CLI_003266,Jean Dubois,Home,2023-03-11,2024-03-26,284.35€,Renewed,Dijon_21000,Low,,Broker,Worker,Female
CTR_003267,CLI_003267,Pierre Martin,Home,19/08/2023,2024-08-22,262.14€,Renewed,Nantes_44000,Low,69.0,Phone,Retired,F
CTR_003268,CLI_003268,Catherine Martin,Health,2023-01-02,2024-01-11,1173,Renewed,Paris_75001,High,24.0,Agency,Unemployed,M
CTR_003269,CLI_003269,Catherine Michel,Auto,2023-05-25,29-06-2024,1077.74€,Cancelled,Paris_75001,High,,Web,Self_employed,M
CTR_003270,CLI_003270,Isabelle Petit,Life,2023-12-17,2024-12-06,1561,Expired,Paris_75001,High,,Broker,Self_employed,
CTR_003271,CLI_003271,Catherine Moreau,Auto,2025-03-10,05/03/2026,767,Active,Marseille_13000,Medium,44.0,Broker,Employee,Female
CTR_003272,CLI_003272,Isabelle Durand,Auto,2025-06-25,2026-05-30,1330.47€,Suspended,Paris_75001,High,46.0,Agency,Worker,Male
CTR_003273,CLI_003273,Olivier Michel,Auto,2023-04-14,2024-04-07,804,Renewed,Marseille_13000,Medium,48.0,Agency,Self_employed,F
CTR_003274,CLI_003274,Jean Dubois,Home,2023-01-06,2024-01-27,472.70€,Renewed,Toulouse_31000,Medium,,Agency,Employee,Male
CTR_003275,CLI_003275,Jean Moreau,Home,2025-06-16,2026-05-25,404.42€,Active,Marseille_13000,Medium,54.0,Agency,Worker,F
CTR_003276,CLI_003276,Pascal Thomas,Home,2023-11-24,2024-12-24,265.11€,Cancelled,Nantes_44000,Low,34.0,Broker,Self_employed,F
CTR_003277,CLI_003277,Jean Thomas,Life,01/30/2025,2025-12-29,1356.84€,Suspended,Paris_75001,High,37.0,Broker,Employee,M
CTR_003278,CLI_003278,Laurent Petit,Health,2025-05-14,2026-05-30,€1578.97,Suspended,Dijon_21000,Low,,Phone,Employee,Male
CTR_003279,CLI_003279,Catherine Martin,Health,2022-12-24,10-02-2024,1189.39€,Expired,Bordeaux_33000,Medium,46.0,Broker,Employee,Male
CTR_003280,CLI_003280,Nicolas Petit,Life,2023-06-24,2024-06-12,1744,Renewed,Lyon_69000,High,,Web,Manager,M
CTR_003281,CLI_003281,Pascal Simon,Auto,12/26/2024,2025-12-24,1431.38€,Suspended,Paris_75001,High,42.0,Agency,Self_employed,Male
CTR_003282,CLI_003282,Pierre Durand,Auto,2023-02-20,2024-02-13,€911.40,Expired,Marseille_13000,Medium,29.0,Phone,Employee,M
CTR_003283,CLI_003283,Isabelle Durand,Home,2023-10-24,2024-10-27,372.45€,Expired,Marseille_13000,Medium,52.0,Web,Employee,Female
CTR_003284,CLI_003284,Sophie Laurent,Home,2025-03-01,01/27/2026,475.74€,Suspended,Lyon_69000,High,71.0,Phone,Retired,M
CTR_003285,CLI_003285,Pierre David,Auto,2023-07-11,2024-07-12,1076.32€,Renewed,Paris_75001,High,34.0,Broker,Self_employed,Male
CTR_003286,CLI_003286,Nicolas Thomas,Home,2023-04-16,2024-04-04,392.67€,Expired,Marseille_13000,Medium,37.0,Phone,Self_employed,
CTR_003287,CLI_003287,Christine Laurent,Home,2024-10-21,21-10-2025,€498.08,Suspended,Lyon_69000,High,57.0,Phone,Employee,M
CTR_003288,CLI_003288,Laurent Robert,Auto,2023-11-15,2024-10-02,707.25€,Expired,Bordeaux_33000,Medium,45.0,Broker,Self_employed,
CTR_003289,CLI_003289,Marie Simon,Auto,2023-01-30,2024-01-14,638.93€,Expired,Dijon_21000,Low,50.0,Agency,Employee,Male
CTR_003290,CLI_003290,Sophie Martin,Life,2024-05-28,2025-04-26,1587,Expired,Toulouse_31000,Medium,31.0,Agency,Employee,Female
CTR_003291,CLI_003291,Isabelle David,Life,2024-02-03,2025-01-03,1491.85€,Expired,Toulouse_31000,Medium,30.0,Agency,Employee,M
CTR_003292,CLI_003292,Christine Durand,Auto,2024-12-27,2025-10-30,702.46€,Suspended,Toulouse_31000,Medium,38.0,Agency,Self_employed,F
CTR_003293,CLI_003293,David Moreau,Auto,2024-07-12,2025-06-22,565.97€,Renewed,Dijon_21000,Low,50.0,Broker,Manager,Male
CTR_003294,CLI_003294,Christine Moreau,Home,2025-04-27,2026-03-21,371.46 EUR,Suspended,Bordeaux_33000,Medium,38.0,Broker,Manager,F
CTR_003295,CLI_003295,Pascal Bertrand,Home,2023-12-24,2025-01-20,333.59€,Expired,Nantes_44000,Low,41.0,Phone,,F
CTR_003296,CLI_003296,Laurent Robert,Home,2023-03-28,08-03-2024,636.32€,Renewed,Paris_75001,High,44.0,Agency,Worker,Female
CTR_003297,CLI_003297,Jean Durand,Auto,24/09/2023,2024-08-27,€616.12,Cancelled,Dijon_21000,Low,50.0,Web,Employee,F
CTR_003298,CLI_003298,Isabelle Robert,Auto,2025-07-14,26/07/2026,780.45 euros,Active,Bordeaux_33000,Medium,33.0,Agency,Manager,
CTR_003299,CLI_003299,Pierre Leroy,Life,2025-07-19,16-08-2026,$1724.49,Active,Paris_75001,High,43.0,Web,Self_employed,Male
CTR_003300,CLI_003300,Marie Petit,Life,2023-01-31,2024-02-05,1746.84€,Renewed,Dijon_21000,Low,38.0,Agency,Self_employed,Female
CTR_003301,CLI_003301,David Simon,Auto,2024-01-22,2025-02-05,1188.55 euros,Expired,Marseille_13000,Medium,23.0,Phone,Employee,F
CTR_003302,CLI_003302,Jean Dubois,Home,2024-03-13,2025-04-08,474.90€,Cancelled,Marseille_13000,Medium,,Agency,Self_employed,Male
CTR_003303,CLI_003303,Marie Simon,Auto,2023-12-17,2024-12-23,513,Expired,Nantes_44000,Low,28.0,Broker,,F
CTR_003304,CLI_003304,Laurent Garcia,Auto,2025-09-08,2026-09-13,€879.65,Suspended,Toulouse_31000,Medium,41.0,Agency,Manager,F
CTR_003305,CLI_003305,Olivier Thomas,Health,2023-08-20,2024-09-10,1201.15€,Expired,Bordeaux_33000,Medium,37.0,Web,Employee,M
CTR_003306,CLI_003306,Pascal Dubois,Health,2024-11-21,2025-12-21,1948.87€,Suspended,Toulouse_31000,Medium,52.0,Agency,Worker,F
CTR_003307,CLI_003307,Nathalie Moreau,Auto,2025-06-03,18/05/2026,514.26€,Active,Nantes_44000,Low,39.0,Web,Worker,
CTR_003308,CLI_003308,David Robert,Life,2023-01-26,2024-01-18,1725.51€,Expired,Paris_75001,High,47.0,Phone,,Female
CTR_003309,CLI_003309,Olivier Simon,Life,2024-08-09,2025-08-15,1397.74€,Expired,Toulouse_31000,Medium,37.0,Phone,Manager,M
CTR_003310,CLI_003310,Jean Durand,Auto,2025-08-20,07/29/2026,599.26€,Active,Nantes_44000,Low,58.0,Phone,Employee,
CTR_003311,CLI_003311,Sophie David,Home,11-08-2023,2024-08-01,$553.60,Cancelled,Paris_75001,High,24.0,Web,Student,F
CTR_003312,CLI_003312,Sandrine David,Auto,2024-01-14,16-02-2025,907.92 EUR,Cancelled,Toulouse_31000,Medium,32.0,Broker,,M
CTR_003313,CLI_003313,Catherine Leroy,Life,2023-03-13,2024-04-19,1640.63€,Cancelled,Dijon_21000,Low,,Phone,Manager,M
CTR_003314,CLI_003314,Marie Petit,Home,2025-06-23,2026-06-13,352.96€,Active,Nantes_44000,Low,27.0,Web,Employee,F
CTR_003315,CLI_003315,Laurent Simon,Life,2024-10-26,2025-11-12,2095.44€,Suspended,Toulouse_31000,Medium,52.0,Agency,Worker,F
CTR_003316,CLI_003316,Olivier David,Auto,27-06-2023,2024-07-18,1010.77€,Renewed,Lyon_69000,High,65.0,Broker,Worker,
CTR_003317,CLI_003317,Jean Leroy,Health,2023-06-30,2024-08-01,1021.72€,Renewed,Marseille_13000,Medium,36.0,Broker,Self_employed,F
CTR_003318,CLI_003318,Pascal Robert,Home,2023-09-15,2024-08-18,401.00€,Renewed,Toulouse_31000,Medium,44.0,Broker,Worker,Male
CTR_003319,CLI_003319,Christine Thomas,Auto,2024-01-11,2024-12-13,543.14€,Renewed,Nantes_44000,Low,45.0,Web,Self_employed,Male
CTR_003320,CLI_003320,David Laurent,Auto,2025-03-02,2026-03-04,938.26€,Suspended,Lyon_69000,High,59.0,Agency,Employee,Female
CTR_003321,CLI_003321,Olivier Simon,Home,2024-01-29,2024-12-07,601.11€,Renewed,Lyon_69000,High,51.0,Broker,Employee,F
CTR_003322,CLI_003322,Christine Petit,Home,2025-01-22,2026-01-14,594.06€,Active,Paris_75001,High,45.0,Agency,Self_employed,Female
CTR_003323,CLI_003323,Catherine Durand,Life,2025-06-12,2026-06-02,1613.27€,Active,Dijon_21000,Low,43.0,Broker,Worker,
CTR_003324,CLI_003324,Sophie Laurent,Auto,2025-02-03,28-01-2026,639.59€,Active,Dijon_21000,Low,58.0,Web,Manager,M
CTR_003325,CLI_003325,Marie Leroy,Health,2024-06-12,2025-06-25,1478.61€,Renewed,Marseille_13000,Medium,56.0,Agency,Self_employed,Female
CTR_003326,CLI_003326,Pascal Garcia,Home,2025-08-25,2026-09-12,266.00€,Suspended,Dijon_21000,Low,47.0,Phone,,
CTR_003327,CLI_003327,Nicolas Martin,Auto,17/09/2025,2026-09-07,572.72€,Suspended,Dijon_21000,Low,59.0,Broker,,F
CTR_003328,CLI_003328,Laurent Petit,Life,2024-09-20,09/08/2025,1639.24 euros,Renewed,Nantes_44000,Low,51.0,Broker,Worker,Female
CTR_003329,CLI_003329,Catherine Moreau,Health,2023-05-06,2024-05-04,€1122.97,Renewed,Marseille_13000,Medium,49.0,Phone,Self_employed,
CTR_003330,CLI_003330,David Thomas,Auto,2023-12-27,04/01/2025,561.46€,Renewed,Dijon_21000,Low,59.0,Agency,Worker,Male
CTR_003331,CLI_003331,Pascal Martin,Auto,2024-07-25,13-07-2025,1418,Expired,Lyon_69000,High,18.0,Broker,Employee,F
CTR_003332,CLI_003332,Pierre Michel,Home,2023-04-19,2024-03-11,291.95€,Cancelled,Nantes_44000,Low,50.0,Agency,Manager,Male
CTR_003333,CLI_003333,Sandrine Garcia,Home,11/18/2024,2025-10-12,447.70€,Suspended,Marseille_13000,Medium,41.0,Broker,Employee,F
CTR_003334,CLI_003334,Jean Leroy,Auto,2025-02-20,2026-02-04,750.63 euros,Suspended,Nantes_44000,Low,51.0,Agency,Self_employed,F
CTR_003335,CLI_003335,Nicolas Moreau,Auto,2024-05-26,2025-05-25,832.06€,Renewed,Toulouse_31000,Medium,36.0,Web,Worker,
CTR_003336,CLI_003336,Nicolas Moreau,Home,2024-06-02,2025-06-21,560.46€,Expired,Lyon_69000,High,42.0,Agency,Worker,Male
CTR_003337,CLI_003337,Catherine Petit,Life,2025-09-27,2026-09-05,1464.25€,Active,Nantes_44000,Low,43.0,Broker,Self_employed,Male
CTR_003338,CLI_003338,Marie Robert,Life,2024-08-10,2025-08-26,1455.96€,Renewed,Nantes_44000,Low,42.0,Broker,Worker,M
CTR_003339,CLI_003339,David David,Home,2024-04-18,04/01/2025,344.46€,Renewed,Toulouse_31000,Medium,,Phone,Manager,Male
CTR_003340,CLI_003340,Olivier Petit,Auto,06/03/2024,2025-05-28,780.01€,Renewed,Marseille_13000,Medium,57.0,Broker,,
CTR_003341,CLI_003341,Catherine Petit,Home,2023-06-05,2024-06-26,414.20€,Cancelled,Toulouse_31000,Medium,40.0,Web,Manager,Male
CTR_003342,CLI_003342,Nicolas David,Life,2025-01-28,2025-12-25,1699.99€,Suspended,Paris_75001,High,35.0,Agency,Manager,M
CTR_003343,CLI_003343,David Michel,Auto,2024-09-08,2025-10-05,618.12€,Cancelled,Nantes_44000,Low,27.0,Web,Worker,
CTR_003344,CLI_003344,Pascal Thomas,Life,2024-09-09,2025-08-17,1980.24€,Renewed,Marseille_13000,Medium,66.0,Broker,Retired,M
CTR_003345,CLI_003345,Olivier Moreau,Life,2024-04-30,2025-06-04,1528.47€,Expired,Dijon_21000,Low,47.0,Agency,Worker,F
CTR_003346,CLI_003346,Olivier Robert,Auto,2024-03-18,02/11/2025,$614.81,Renewed,Dijon_21000,Low,42.0,Broker,Manager,
